_id,Code,Désignation,Pays,Cours précédent,Cours jour,Volume échangé,Nombre transactions,Valeur échangée,Date
65b2345be7e92665a0a68273,TTLS,TOTAL SENEGAL,SN,  2 290,  2 280,   539,   27,  1 225 330,07/06/2023
65b2345be7e92665a0a68274,UNLC,UNILEVER CI,CI,  5 000,  5 000,   8,   2,   40 000,07/06/2023
65b2345be7e92665a0a68275,UNXC,UNIWAX CI,CI,   540,   580,  1 294,   6,   723 290,07/06/2023
65b2346fe7e92665a0a68276,ABJC,SERVAIR ABIDJAN CI,CI,  1 380,  1 380,   21,   5,   28 305,06/06/2023
65b2346fe7e92665a0a68277,BICC,BICICI,CI,  7 400,  7 400,   1,   1,   7 400,06/06/2023
65b2346fe7e92665a0a68278,BNBC,BERNABE,CI,  1 370,  1 350,   352,   6,   483 875,06/06/2023
65b2346fe7e92665a0a68279,BOAB,BANK OF AFRICA BENIN                                      ,BJ,  6 500,  6 500,   467,   10,  3 032 700,06/06/2023
65b2346fe7e92665a0a6827a,BOABF,Bank Of Africa Burkina Faso                                 ,BF,  6 900,  6 900,   140,   6,   960 350,06/06/2023
65b2346fe7e92665a0a6827b,BOAC,BANK OF AFRICA CI                                ,CI,  6 935,  6 950,   673,   29,  4 619 475,06/06/2023
65b2346fe7e92665a0a6827c,BOAM,BANK OF AFRICA MALI,ML,  1 375,  1 360,  1 159,   22,  1 598 270,06/06/2023
65b2346fe7e92665a0a6827d,BOAN,BANK OF AFRICA NIGER                                        ,NE,  5 295,  5 295,   82,   6,   432 820,06/06/2023
65b2346fe7e92665a0a6827e,BOAS,BANK OF AFRICA SENEGAL,SN,  3 140,  3 150,   917,   17,  2 875 200,06/06/2023
65b2346fe7e92665a0a6827f,CABC,SICABLE CI,CI,   990,  1 035,   225,   6,   230 075,06/06/2023
65b2346fe7e92665a0a68280,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO, ,  9 150,  9 000,   79,   5,   711 000,06/06/2023
65b2346fe7e92665a0a68281,CFAC,CFAO CI,CI,   785,   780,   135,   5,   105 125,06/06/2023
65b2346fe7e92665a0a68282,CIEC,CIE CI                                        ,CI,  1 695,  1 695,  3 176,   27,  5 376 085,06/06/2023
65b2346fe7e92665a0a68283,ECOC,ECOBANK COTE D'IVOIRE, ,  6 700,  6 700,  1 575,   29,  10 462 650,06/06/2023
65b2346fe7e92665a0a68284,ETIT,ETI TG                     ,TG,   18,   18,  20 879,   17,   358 896,06/06/2023
65b2346fe7e92665a0a68285,FTSC,FILTISAC CI,CI,  1 750,  1 705,   7,   3,   12 205,06/06/2023
65b2346fe7e92665a0a68286,NEIC,NEI CEDA CI,CI,   600,   600,   89,   3,   53 390,06/06/2023
65b2346fe7e92665a0a68287,NSBC,NSIA BANQUE COTE D'IVOIRE, ,  5 590,  5 580,   10,   1,   55 800,06/06/2023
65b2346fe7e92665a0a68288,NTLC,NESTLE CI                                      ,CI,  7 300,  7 295,   38,   7,   263 265,06/06/2023
65b2346fe7e92665a0a68289,ONTBF,ONATEL BF,BF,  2 280,  2 235,  4 410,   62,  9 490 830,06/06/2023
65b2346fe7e92665a0a6828a,ORAC,ORANGE COTE D'IVOIRE, ,  10 700,  10 655,  1 037,   16,  11 060 835,06/06/2023
65b2346fe7e92665a0a6828b,ORGT,ORAGROUP TOGO, ,  2 490,  2 305,   98,   8,   225 890,06/06/2023
65b2346fe7e92665a0a6828c,PALC,PALMCI,CI,  6 660,  6 800,   314,   19,  2 106 160,06/06/2023
65b2346fe7e92665a0a6828d,PRSC,TRACTAFRIC MOTORS CI                           ,CI,  1 920,  1 900,   266,   7,   518 955,06/06/2023
65b2346fe7e92665a0a6828e,SCRC,SUCRIVOIRE COTE D'IVOIRE, ,   450,   450,   353,   8,   158 925,06/06/2023
65b2346fe7e92665a0a6828f,SDCC,SODECI,CI,  4 390,  4 390,   80,   7,   351 200,06/06/2023
65b2346fe7e92665a0a68290,SDSC,BOLLORE TRANSPORT & LOGISTICS CI                                     ,CI,  1 390,  1 390,  5 237,   33,  7 263 850,06/06/2023
65b2346fe7e92665a0a68291,SGBC,SGBCI               ,CI,  16 200,  16 100,   283,   19,  4 551 700,06/06/2023
65b2346fe7e92665a0a68292,SHEC,VIVO ENERGY CI      ,CI,   780,   790,   415,   19,   326 500,06/06/2023
65b2346fe7e92665a0a68293,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE, ,  5 300,  5 290,  3 008,   44,  15 685 745,06/06/2023
65b2346fe7e92665a0a68294,SICC,SICOR,CI,  3 400,  3 400,   3,   1,   10 200,06/06/2023
65b2346fe7e92665a0a68295,SIVC,AIR LIQUIDE CI,CI,   825,   820,   20,   2,   16 400,06/06/2023
65b2346fe7e92665a0a68296,SMBC,SMB CI,CI,  10 000,  9 955,   270,   12,  2 701 145,06/06/2023
65b2346fe7e92665a0a68297,SNTS,SONATEL,SN,  17 000,  17 000,  4 757,   57,  80 624 140,06/06/2023
65b2346fe7e92665a0a68298,SOGC,SOGB,CI,  3 095,  3 095,  1 314,   15,  4 056 620,06/06/2023
65b2346fe7e92665a0a68299,SPHC,SAPH CI,CI,  2 280,  2 250,   396,   7,   874 850,06/06/2023
65b2346fe7e92665a0a6829a,STAC,SETAO CI,CI,   830,   885,   11,   2,   9 235,06/06/2023
65b2346fe7e92665a0a6829b,STBC,SITAB,CI,  5 900,  5 900,   73,   4,   426 600,06/06/2023
65b2346fe7e92665a0a6829c,TTLC,TOTAL CI             ,CI,  1 860,  1 850,  1 070,   28,  1 848 250,06/06/2023
65b2346fe7e92665a0a6829d,TTLS,TOTAL SENEGAL,SN,  2 290,  2 280,   539,   27,  1 225 330,06/06/2023
65b2346fe7e92665a0a6829e,UNLC,UNILEVER CI,CI,  5 000,  5 000,   8,   2,   40 000,06/06/2023
65b2346fe7e92665a0a6829f,UNXC,UNIWAX CI,CI,   540,   580,  1 294,   6,   723 290,06/06/2023
65b23480e7e92665a0a682a0,ABJC,SERVAIR ABIDJAN CI,CI,  1 380,  1 380,   21,   5,   28 305,05/06/2023
65b23480e7e92665a0a682a1,BICC,BICICI,CI,  7 400,  7 400,   1,   1,   7 400,05/06/2023
65b23480e7e92665a0a682a2,BNBC,BERNABE,CI,  1 370,  1 350,   352,   6,   483 875,05/06/2023
65b23480e7e92665a0a682a3,BOAB,BANK OF AFRICA BENIN                                      ,BJ,  6 500,  6 500,   467,   10,  3 032 700,05/06/2023
65b23480e7e92665a0a682a4,BOABF,Bank Of Africa Burkina Faso                                 ,BF,  6 900,  6 900,   140,   6,   960 350,05/06/2023
65b23480e7e92665a0a682a5,BOAC,BANK OF AFRICA CI                                ,CI,  6 935,  6 950,   673,   29,  4 619 475,05/06/2023
65b23480e7e92665a0a682a6,BOAM,BANK OF AFRICA MALI,ML,  1 375,  1 360,  1 159,   22,  1 598 270,05/06/2023
65b23480e7e92665a0a682a7,BOAN,BANK OF AFRICA NIGER                                        ,NE,  5 295,  5 295,   82,   6,   432 820,05/06/2023
65b23480e7e92665a0a682a8,BOAS,BANK OF AFRICA SENEGAL,SN,  3 140,  3 150,   917,   17,  2 875 200,05/06/2023
65b23480e7e92665a0a682a9,CABC,SICABLE CI,CI,   990,  1 035,   225,   6,   230 075,05/06/2023
65b23480e7e92665a0a682aa,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO, ,  9 150,  9 000,   79,   5,   711 000,05/06/2023
65b23480e7e92665a0a682ab,CFAC,CFAO CI,CI,   785,   780,   135,   5,   105 125,05/06/2023
65b23480e7e92665a0a682ac,CIEC,CIE CI                                        ,CI,  1 695,  1 695,  3 176,   27,  5 376 085,05/06/2023
65b23480e7e92665a0a682ad,ECOC,ECOBANK COTE D'IVOIRE, ,  6 700,  6 700,  1 575,   29,  10 462 650,05/06/2023
65b23480e7e92665a0a682ae,ETIT,ETI TG                     ,TG,   18,   18,  20 879,   17,   358 896,05/06/2023
65b23480e7e92665a0a682af,FTSC,FILTISAC CI,CI,  1 750,  1 705,   7,   3,   12 205,05/06/2023
65b23480e7e92665a0a682b0,NEIC,NEI CEDA CI,CI,   600,   600,   89,   3,   53 390,05/06/2023
65b23480e7e92665a0a682b1,NSBC,NSIA BANQUE COTE D'IVOIRE, ,  5 590,  5 580,   10,   1,   55 800,05/06/2023
65b23480e7e92665a0a682b2,NTLC,NESTLE CI                                      ,CI,  7 300,  7 295,   38,   7,   263 265,05/06/2023
65b23480e7e92665a0a682b3,ONTBF,ONATEL BF,BF,  2 280,  2 235,  4 410,   62,  9 490 830,05/06/2023
65b23480e7e92665a0a682b4,ORAC,ORANGE COTE D'IVOIRE, ,  10 700,  10 655,  1 037,   16,  11 060 835,05/06/2023
65b23480e7e92665a0a682b5,ORGT,ORAGROUP TOGO, ,  2 490,  2 305,   98,   8,   225 890,05/06/2023
65b23480e7e92665a0a682b6,PALC,PALMCI,CI,  6 660,  6 800,   314,   19,  2 106 160,05/06/2023
65b23480e7e92665a0a682b7,PRSC,TRACTAFRIC MOTORS CI                           ,CI,  1 920,  1 900,   266,   7,   518 955,05/06/2023
65b23480e7e92665a0a682b8,SCRC,SUCRIVOIRE COTE D'IVOIRE, ,   450,   450,   353,   8,   158 925,05/06/2023
65b23480e7e92665a0a682b9,SDCC,SODECI,CI,  4 390,  4 390,   80,   7,   351 200,05/06/2023
65b23480e7e92665a0a682ba,SDSC,BOLLORE TRANSPORT & LOGISTICS CI                                     ,CI,  1 390,  1 390,  5 237,   33,  7 263 850,05/06/2023
65b23480e7e92665a0a682bb,SGBC,SGBCI               ,CI,  16 200,  16 100,   283,   19,  4 551 700,05/06/2023
65b23480e7e92665a0a682bc,SHEC,VIVO ENERGY CI      ,CI,   780,   790,   415,   19,   326 500,05/06/2023
65b23480e7e92665a0a682bd,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE, ,  5 300,  5 290,  3 008,   44,  15 685 745,05/06/2023
65b23480e7e92665a0a682be,SICC,SICOR,CI,  3 400,  3 400,   3,   1,   10 200,05/06/2023
65b23480e7e92665a0a682bf,SIVC,AIR LIQUIDE CI,CI,   825,   820,   20,   2,   16 400,05/06/2023
65b23480e7e92665a0a682c0,SMBC,SMB CI,CI,  10 000,  9 955,   270,   12,  2 701 145,05/06/2023
65b23480e7e92665a0a682c1,SNTS,SONATEL,SN,  17 000,  17 000,  4 757,   57,  80 624 140,05/06/2023
65b23480e7e92665a0a682c2,SOGC,SOGB,CI,  3 095,  3 095,  1 314,   15,  4 056 620,05/06/2023
65b23480e7e92665a0a682c3,SPHC,SAPH CI,CI,  2 280,  2 250,   396,   7,   874 850,05/06/2023
65b23480e7e92665a0a682c4,STAC,SETAO CI,CI,   830,   885,   11,   2,   9 235,05/06/2023
65b23480e7e92665a0a682c5,STBC,SITAB,CI,  5 900,  5 900,   73,   4,   426 600,05/06/2023
65b23480e7e92665a0a682c6,TTLC,TOTAL CI             ,CI,  1 860,  1 850,  1 070,   28,  1 848 250,05/06/2023
65b23480e7e92665a0a682c7,TTLS,TOTAL SENEGAL,SN,  2 290,  2 280,   539,   27,  1 225 330,05/06/2023
65b23480e7e92665a0a682c8,UNLC,UNILEVER CI,CI,  5 000,  5 000,   8,   2,   40 000,05/06/2023
65b23480e7e92665a0a682c9,UNXC,UNIWAX CI,CI,   540,   580,  1 294,   6,   723 290,05/06/2023
65b23493e7e92665a0a682ca,ABJC,SERVAIR ABIDJAN CI,CI,  1 380,  1 380,   21,   5,   28 305,02/06/2023
65b23493e7e92665a0a682cb,BICC,BICICI,CI,  7 400,  7 400,   1,   1,   7 400,02/06/2023
65b23493e7e92665a0a682cc,BNBC,BERNABE,CI,  1 370,  1 350,   352,   6,   483 875,02/06/2023
65b23493e7e92665a0a682cd,BOAB,BANK OF AFRICA BENIN                                      ,BJ,  6 500,  6 500,   467,   10,  3 032 700,02/06/2023
65b23493e7e92665a0a682ce,BOABF,Bank Of Africa Burkina Faso                                 ,BF,  6 900,  6 900,   140,   6,   960 350,02/06/2023
65b23493e7e92665a0a682cf,BOAC,BANK OF AFRICA CI                                ,CI,  6 935,  6 950,   673,   29,  4 619 475,02/06/2023
65b23493e7e92665a0a682d0,BOAM,BANK OF AFRICA MALI,ML,  1 375,  1 360,  1 159,   22,  1 598 270,02/06/2023
65b23493e7e92665a0a682d1,BOAN,BANK OF AFRICA NIGER                                        ,NE,  5 295,  5 295,   82,   6,   432 820,02/06/2023
65b23493e7e92665a0a682d2,BOAS,BANK OF AFRICA SENEGAL,SN,  3 140,  3 150,   917,   17,  2 875 200,02/06/2023
65b23493e7e92665a0a682d3,CABC,SICABLE CI,CI,   990,  1 035,   225,   6,   230 075,02/06/2023
65b23493e7e92665a0a682d4,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO, ,  9 150,  9 000,   79,   5,   711 000,02/06/2023
65b23493e7e92665a0a682d5,CFAC,CFAO CI,CI,   785,   780,   135,   5,   105 125,02/06/2023
65b23493e7e92665a0a682d6,CIEC,CIE CI                                        ,CI,  1 695,  1 695,  3 176,   27,  5 376 085,02/06/2023
65b23493e7e92665a0a682d7,ECOC,ECOBANK COTE D'IVOIRE, ,  6 700,  6 700,  1 575,   29,  10 462 650,02/06/2023
65b23493e7e92665a0a682d8,ETIT,ETI TG                     ,TG,   18,   18,  20 879,   17,   358 896,02/06/2023
65b23493e7e92665a0a682d9,FTSC,FILTISAC CI,CI,  1 750,  1 705,   7,   3,   12 205,02/06/2023
65b23493e7e92665a0a682da,NEIC,NEI CEDA CI,CI,   600,   600,   89,   3,   53 390,02/06/2023
65b23493e7e92665a0a682db,NSBC,NSIA BANQUE COTE D'IVOIRE, ,  5 590,  5 580,   10,   1,   55 800,02/06/2023
65b23493e7e92665a0a682dc,NTLC,NESTLE CI                                      ,CI,  7 300,  7 295,   38,   7,   263 265,02/06/2023
65b23493e7e92665a0a682dd,ONTBF,ONATEL BF,BF,  2 280,  2 235,  4 410,   62,  9 490 830,02/06/2023
65b23493e7e92665a0a682de,ORAC,ORANGE COTE D'IVOIRE, ,  10 700,  10 655,  1 037,   16,  11 060 835,02/06/2023
65b23493e7e92665a0a682df,ORGT,ORAGROUP TOGO, ,  2 490,  2 305,   98,   8,   225 890,02/06/2023
65b23493e7e92665a0a682e0,PALC,PALMCI,CI,  6 660,  6 800,   314,   19,  2 106 160,02/06/2023
65b23493e7e92665a0a682e1,PRSC,TRACTAFRIC MOTORS CI                           ,CI,  1 920,  1 900,   266,   7,   518 955,02/06/2023
65b23493e7e92665a0a682e2,SCRC,SUCRIVOIRE COTE D'IVOIRE, ,   450,   450,   353,   8,   158 925,02/06/2023
65b23493e7e92665a0a682e3,SDCC,SODECI,CI,  4 390,  4 390,   80,   7,   351 200,02/06/2023
65b23493e7e92665a0a682e4,SDSC,BOLLORE TRANSPORT & LOGISTICS CI                                     ,CI,  1 390,  1 390,  5 237,   33,  7 263 850,02/06/2023
65b23493e7e92665a0a682e5,SGBC,SGBCI               ,CI,  16 200,  16 100,   283,   19,  4 551 700,02/06/2023
65b23493e7e92665a0a682e6,SHEC,VIVO ENERGY CI      ,CI,   780,   790,   415,   19,   326 500,02/06/2023
65b23493e7e92665a0a682e7,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE, ,  5 300,  5 290,  3 008,   44,  15 685 745,02/06/2023
65b23493e7e92665a0a682e8,SICC,SICOR,CI,  3 400,  3 400,   3,   1,   10 200,02/06/2023
65b23493e7e92665a0a682e9,SIVC,AIR LIQUIDE CI,CI,   825,   820,   20,   2,   16 400,02/06/2023
65b23493e7e92665a0a682ea,SMBC,SMB CI,CI,  10 000,  9 955,   270,   12,  2 701 145,02/06/2023
65b23493e7e92665a0a682eb,SNTS,SONATEL,SN,  17 000,  17 000,  4 757,   57,  80 624 140,02/06/2023
65b23493e7e92665a0a682ec,SOGC,SOGB,CI,  3 095,  3 095,  1 314,   15,  4 056 620,02/06/2023
65b23493e7e92665a0a682ed,SPHC,SAPH CI,CI,  2 280,  2 250,   396,   7,   874 850,02/06/2023
65b23493e7e92665a0a682ee,STAC,SETAO CI,CI,   830,   885,   11,   2,   9 235,02/06/2023
65b23493e7e92665a0a682ef,STBC,SITAB,CI,  5 900,  5 900,   73,   4,   426 600,02/06/2023
65b23493e7e92665a0a682f0,TTLC,TOTAL CI             ,CI,  1 860,  1 850,  1 070,   28,  1 848 250,02/06/2023
65b23493e7e92665a0a682f1,TTLS,TOTAL SENEGAL,SN,  2 290,  2 280,   539,   27,  1 225 330,02/06/2023
65b23493e7e92665a0a682f2,UNLC,UNILEVER CI,CI,  5 000,  5 000,   8,   2,   40 000,02/06/2023
65b23493e7e92665a0a682f3,UNXC,UNIWAX CI,CI,   540,   580,  1 294,   6,   723 290,02/06/2023
65b234a5e7e92665a0a682f4,ABJC,SERVAIR ABIDJAN CI,CI,  1 380,  1 380,   21,   5,   28 305,01/06/2023
65b234a5e7e92665a0a682f5,BICC,BICICI,CI,  7 400,  7 400,   1,   1,   7 400,01/06/2023
65b234a5e7e92665a0a682f6,BNBC,BERNABE,CI,  1 370,  1 350,   352,   6,   483 875,01/06/2023
65b234a5e7e92665a0a682f7,BOAB,BANK OF AFRICA BENIN                                      ,BJ,  6 500,  6 500,   467,   10,  3 032 700,01/06/2023
65b234a5e7e92665a0a682f8,BOABF,Bank Of Africa Burkina Faso                                 ,BF,  6 900,  6 900,   140,   6,   960 350,01/06/2023
65b234a5e7e92665a0a682f9,BOAC,BANK OF AFRICA CI                                ,CI,  6 935,  6 950,   673,   29,  4 619 475,01/06/2023
65b234a5e7e92665a0a682fa,BOAM,BANK OF AFRICA MALI,ML,  1 375,  1 360,  1 159,   22,  1 598 270,01/06/2023
65b234a5e7e92665a0a682fb,BOAN,BANK OF AFRICA NIGER                                        ,NE,  5 295,  5 295,   82,   6,   432 820,01/06/2023
65b234a5e7e92665a0a682fc,BOAS,BANK OF AFRICA SENEGAL,SN,  3 140,  3 150,   917,   17,  2 875 200,01/06/2023
65b234a5e7e92665a0a682fd,CABC,SICABLE CI,CI,   990,  1 035,   225,   6,   230 075,01/06/2023
65b234a5e7e92665a0a682fe,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO, ,  9 150,  9 000,   79,   5,   711 000,01/06/2023
65b234a5e7e92665a0a682ff,CFAC,CFAO CI,CI,   785,   780,   135,   5,   105 125,01/06/2023
65b234a5e7e92665a0a68300,CIEC,CIE CI                                        ,CI,  1 695,  1 695,  3 176,   27,  5 376 085,01/06/2023
65b234a5e7e92665a0a68301,ECOC,ECOBANK COTE D'IVOIRE, ,  6 700,  6 700,  1 575,   29,  10 462 650,01/06/2023
65b234a5e7e92665a0a68302,ETIT,ETI TG                     ,TG,   18,   18,  20 879,   17,   358 896,01/06/2023
65b234a5e7e92665a0a68303,FTSC,FILTISAC CI,CI,  1 750,  1 705,   7,   3,   12 205,01/06/2023
65b234a5e7e92665a0a68304,NEIC,NEI CEDA CI,CI,   600,   600,   89,   3,   53 390,01/06/2023
65b234a5e7e92665a0a68305,NSBC,NSIA BANQUE COTE D'IVOIRE, ,  5 590,  5 580,   10,   1,   55 800,01/06/2023
65b234a5e7e92665a0a68306,NTLC,NESTLE CI                                      ,CI,  7 300,  7 295,   38,   7,   263 265,01/06/2023
65b234a5e7e92665a0a68307,ONTBF,ONATEL BF,BF,  2 280,  2 235,  4 410,   62,  9 490 830,01/06/2023
65b234a5e7e92665a0a68308,ORAC,ORANGE COTE D'IVOIRE, ,  10 700,  10 655,  1 037,   16,  11 060 835,01/06/2023
65b234a5e7e92665a0a68309,ORGT,ORAGROUP TOGO, ,  2 490,  2 305,   98,   8,   225 890,01/06/2023
65b234a5e7e92665a0a6830a,PALC,PALMCI,CI,  6 660,  6 800,   314,   19,  2 106 160,01/06/2023
65b234a5e7e92665a0a6830b,PRSC,TRACTAFRIC MOTORS CI                           ,CI,  1 920,  1 900,   266,   7,   518 955,01/06/2023
65b234a5e7e92665a0a6830c,SCRC,SUCRIVOIRE COTE D'IVOIRE, ,   450,   450,   353,   8,   158 925,01/06/2023
65b234a5e7e92665a0a6830d,SDCC,SODECI,CI,  4 390,  4 390,   80,   7,   351 200,01/06/2023
65b234a5e7e92665a0a6830e,SDSC,BOLLORE TRANSPORT & LOGISTICS CI                                     ,CI,  1 390,  1 390,  5 237,   33,  7 263 850,01/06/2023
65b234a5e7e92665a0a6830f,SGBC,SGBCI               ,CI,  16 200,  16 100,   283,   19,  4 551 700,01/06/2023
65b234a5e7e92665a0a68310,SHEC,VIVO ENERGY CI      ,CI,   780,   790,   415,   19,   326 500,01/06/2023
65b234a5e7e92665a0a68311,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE, ,  5 300,  5 290,  3 008,   44,  15 685 745,01/06/2023
65b234a5e7e92665a0a68312,SICC,SICOR,CI,  3 400,  3 400,   3,   1,   10 200,01/06/2023
65b234a5e7e92665a0a68313,SIVC,AIR LIQUIDE CI,CI,   825,   820,   20,   2,   16 400,01/06/2023
65b234a5e7e92665a0a68314,SMBC,SMB CI,CI,  10 000,  9 955,   270,   12,  2 701 145,01/06/2023
65b234a5e7e92665a0a68315,SNTS,SONATEL,SN,  17 000,  17 000,  4 757,   57,  80 624 140,01/06/2023
65b234a5e7e92665a0a68316,SOGC,SOGB,CI,  3 095,  3 095,  1 314,   15,  4 056 620,01/06/2023
65b234a5e7e92665a0a68317,SPHC,SAPH CI,CI,  2 280,  2 250,   396,   7,   874 850,01/06/2023
65b234a5e7e92665a0a68318,STAC,SETAO CI,CI,   830,   885,   11,   2,   9 235,01/06/2023
65b234a5e7e92665a0a68319,STBC,SITAB,CI,  5 900,  5 900,   73,   4,   426 600,01/06/2023
65b234a5e7e92665a0a6831a,TTLC,TOTAL CI             ,CI,  1 860,  1 850,  1 070,   28,  1 848 250,01/06/2023
65b234a5e7e92665a0a6831b,TTLS,TOTAL SENEGAL,SN,  2 290,  2 280,   539,   27,  1 225 330,01/06/2023
65b234a5e7e92665a0a6831c,UNLC,UNILEVER CI,CI,  5 000,  5 000,   8,   2,   40 000,01/06/2023
65b234a5e7e92665a0a6831d,UNXC,UNIWAX CI,CI,   540,   580,  1 294,   6,   723 290,01/06/2023
65b234b5e7e92665a0a6831e,ABJC,SERVAIR ABIDJAN CI,CI,  1 380,  1 380,   21,   5,   28 305,31/05/2023
65b234b5e7e92665a0a6831f,BICC,BICICI,CI,  7 400,  7 400,   1,   1,   7 400,31/05/2023
65b234b5e7e92665a0a68320,BNBC,BERNABE,CI,  1 370,  1 350,   352,   6,   483 875,31/05/2023
65b234b5e7e92665a0a68321,BOAB,BANK OF AFRICA BENIN                                      ,BJ,  6 500,  6 500,   467,   10,  3 032 700,31/05/2023
65b234b5e7e92665a0a68322,BOABF,Bank Of Africa Burkina Faso                                 ,BF,  6 900,  6 900,   140,   6,   960 350,31/05/2023
65b234b5e7e92665a0a68323,BOAC,BANK OF AFRICA CI                                ,CI,  6 935,  6 950,   673,   29,  4 619 475,31/05/2023
65b234b5e7e92665a0a68324,BOAM,BANK OF AFRICA MALI,ML,  1 375,  1 360,  1 159,   22,  1 598 270,31/05/2023
65b234b5e7e92665a0a68325,BOAN,BANK OF AFRICA NIGER                                        ,NE,  5 295,  5 295,   82,   6,   432 820,31/05/2023
65b234b5e7e92665a0a68326,BOAS,BANK OF AFRICA SENEGAL,SN,  3 140,  3 150,   917,   17,  2 875 200,31/05/2023
65b234b5e7e92665a0a68327,CABC,SICABLE CI,CI,   990,  1 035,   225,   6,   230 075,31/05/2023
65b234b5e7e92665a0a68328,CBIBF,CORIS BANK INTERNATIONAL BURKINA FASO, ,  9 150,  9 000,   79,   5,   711 000,31/05/2023
65b234b5e7e92665a0a68329,CFAC,CFAO CI,CI,   785,   780,   135,   5,   105 125,31/05/2023
65b234b5e7e92665a0a6832a,CIEC,CIE CI                                        ,CI,  1 695,  1 695,  3 176,   27,  5 376 085,31/05/2023
65b234b5e7e92665a0a6832b,ECOC,ECOBANK COTE D'IVOIRE, ,  6 700,  6 700,  1 575,   29,  10 462 650,31/05/2023
65b234b5e7e92665a0a6832c,ETIT,ETI TG                     ,TG,   18,   18,  20 879,   17,   358 896,31/05/2023
65b234b5e7e92665a0a6832d,FTSC,FILTISAC CI,CI,  1 750,  1 705,   7,   3,   12 205,31/05/2023
65b234b5e7e92665a0a6832e,NEIC,NEI CEDA CI,CI,   600,   600,   89,   3,   53 390,31/05/2023
65b234b5e7e92665a0a6832f,NSBC,NSIA BANQUE COTE D'IVOIRE, ,  5 590,  5 580,   10,   1,   55 800,31/05/2023
65b234b5e7e92665a0a68330,NTLC,NESTLE CI                                      ,CI,  7 300,  7 295,   38,   7,   263 265,31/05/2023
65b234b5e7e92665a0a68331,ONTBF,ONATEL BF,BF,  2 280,  2 235,  4 410,   62,  9 490 830,31/05/2023
65b234b5e7e92665a0a68332,ORAC,ORANGE COTE D'IVOIRE, ,  10 700,  10 655,  1 037,   16,  11 060 835,31/05/2023
65b234b5e7e92665a0a68333,ORGT,ORAGROUP TOGO, ,  2 490,  2 305,   98,   8,   225 890,31/05/2023
65b234b5e7e92665a0a68334,PALC,PALMCI,CI,  6 660,  6 800,   314,   19,  2 106 160,31/05/2023
65b234b5e7e92665a0a68335,PRSC,TRACTAFRIC MOTORS CI                           ,CI,  1 920,  1 900,   266,   7,   518 955,31/05/2023
65b234b5e7e92665a0a68336,SCRC,SUCRIVOIRE COTE D'IVOIRE, ,   450,   450,   353,   8,   158 925,31/05/2023
65b234b5e7e92665a0a68337,SDCC,SODECI,CI,  4 390,  4 390,   80,   7,   351 200,31/05/2023
65b234b5e7e92665a0a68338,SDSC,BOLLORE TRANSPORT & LOGISTICS CI                                     ,CI,  1 390,  1 390,  5 237,   33,  7 263 850,31/05/2023
65b234b5e7e92665a0a68339,SGBC,SGBCI               ,CI,  16 200,  16 100,   283,   19,  4 551 700,31/05/2023
65b234b5e7e92665a0a6833a,SHEC,VIVO ENERGY CI      ,CI,   780,   790,   415,   19,   326 500,31/05/2023
65b234b5e7e92665a0a6833b,SIBC,SOCIETE IVOIRIENNE DE BANQUE COTE D'IVOIRE, ,  5 300,  5 290,  3 008,   44,  15 685 745,31/05/2023
65b234b5e7e92665a0a6833c,SICC,SICOR,CI,  3 400,  3 400,   3,   1,   10 200,31/05/2023
65b234b5e7e92665a0a6833d,SIVC,AIR LIQUIDE CI,CI,   825,   820,   20,   2,   16 400,31/05/2023
65b234b5e7e92665a0a6833e,SMBC,SMB CI,CI,  10 000,  9 955,   270,   12,  2 701 145,31/05/2023
65b234b5e7e92665a0a6833f,SNTS,SONATEL,SN,  17 000,  17 000,  4 757,   57,  80 624 140,31/05/2023
65b234b5e7e92665a0a68340,SOGC,SOGB,CI,  3 095,  3 095,  1 314,   15,  4 056 620,31/05/2023
65b234b5e7e92665a0a68341,SPHC,SAPH CI,CI,  2 280,  2 250,   396,   7,   874 850,31/05/2023
65b234b5e7e92665a0a68342,STAC,SETAO CI,CI,   830,   885,   11,   2,   9 235,31/05/2023
65b234b5e7e92665a0a68343,STBC,SITAB,CI,  5 900,  5 900,   73,   4,   426 600,31/05/2023
65b234b5e7e92665a0a68344,TTLC,TOTAL CI             ,CI,  1 860,  1 850,  1 070,   28,  1 848 250,31/05/2023
65b234b5e7e92665a0a68345,TTLS,TOTAL SENEGAL,SN,  2 290,  2 280,   539,   27,  1 225 330,31/05/2023
65b234b5e7e92665a0a68346,UNLC,UNILEVER CI,CI,  5 000,  5 000,   8,   2,   40 000,31/05/2023
65b234b5e7e92665a0a68347,UNXC,UNIWAX CI,CI,   540,   580,  1 294,   6,   723 290,31/05/2023
65b234c7e7e92665a0a68348,ABJC,SERVAIR ABIDJAN CI,CI,  1 380,  1 380,   21,   5,   28 305,30/05/2023
